step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
780.0,65,14086.0,123.56140350877193,1.812541156876628,65,17087.0,0.06866443335719044,65,17087.0,False,,
785.0,59,14124.0,124.99115044247787,1.7758896936816742,59,17299.0,0.07000459917667377,59,17299.0,False,,
790.0,67,14401.0,124.14655172413794,1.6910230352791458,67,17509.0,0.053901995919819264,67,17509.0,False,,
795.0,73,14650.0,127.3913043478261,1.4846509448289897,73,17503.0,0.0472033946401623,73,17503.0,False,,
800.0,81,14877.0,125.01680672268908,1.747508501223048,81,17199.0,0.067309654813504,81,17199.0,False,,
805.0,76,15052.0,128.64957264957266,1.8204693933325224,76,17390.0,0.07536438946499345,76,17390.0,False,,
810.0,74,15180.0,132.0,1.6322325065849712,74,17643.0,0.05701233444177994,74,17643.0,False,,
815.0,68,15330.0,135.6637168141593,1.724995907854356,68,17682.0,0.06095134527917207,68,17682.0,False,,
820.0,60,15483.0,137.01769911504425,1.9213248346375054,60,17340.0,0.06431751184879675,60,17340.0,False,,
825.0,56,15659.0,142.35454545454544,1.8511940287339335,56,17566.0,0.07326700621695334,56,17566.0,False,,
830.0,58,15880.0,141.78571428571428,1.7847187077266848,58,17714.0,0.06661029255240346,58,17714.0,False,,
835.0,55,16090.0,141.140350877193,2.1416973284798386,55,17731.0,0.09714233756399014,55,17731.0,False,,
840.0,58,16306.0,140.56896551724137,2.2044629565477276,58,17540.0,0.10214811365364257,58,17540.0,False,,
845.0,61,16570.0,145.35087719298247,2.1694115389073474,61,17359.0,0.07142202924713524,61,17359.0,False,,
850.0,65,16808.0,144.89655172413794,1.9483628401907969,65,17607.0,0.074097875530322,65,17607.0,False,,
855.0,64,17022.0,150.63716814159292,2.0341243565213203,64,17789.0,0.07889824345579492,64,17789.0,False,,
860.0,70,17027.0,148.0608695652174,1.7598915207824983,70,17974.0,0.06729531834611359,70,17974.0,False,,
865.0,73,17271.0,150.18260869565216,1.7188161484413949,73,18162.0,0.05961827235346089,73,18162.0,False,,
870.0,76,17508.0,148.3728813559322,1.600313008986217,76,18332.0,0.05674239768225345,76,18332.0,False,,
875.0,78,17746.0,150.38983050847457,1.708182256266891,78,18526.0,0.07211637640984832,78,18526.0,False,,
880.0,77,17926.0,151.91525423728814,1.515710427263057,77,18794.0,0.04974658924989092,77,18794.0,False,,
885.0,76,18059.0,155.68103448275863,1.6036420836134981,76,18997.0,0.052231192638483255,76,18997.0,False,,
890.0,70,18224.0,161.27433628318585,1.503663673671988,70,19260.0,0.05879652146063938,70,19260.0,False,,
