step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
240.0,56,6765.0,82.5,1.4364225375712245,56,11248.0,0.05244906008500663,56,11248.0
245.0,62,7059.0,88.2375,1.1041173121874828,62,11530.0,0.03548174547151175,62,11530.0
250.0,68,7385.0,92.3125,0.7817292299760629,68,11856.0,0.00949522759261113,68,11856.0
255.0,76,7753.0,94.54878048780488,0.1872416769561039,76,12224.0,0.012504225009390767,76,12224.0
260.0,72,7943.0,94.55952380952381,1.1113124940630972,72,12185.0,0.06863730540603631,72,12185.0
265.0,62,7989.0,95.10714285714286,2.1757600672415656,62,11313.0,0.08813525451184107,62,11313.0
270.0,56,8031.0,95.60714285714286,2.311703799983916,56,11599.0,0.050033167573862294,56,11599.0
275.0,52,8117.0,98.98780487804878,2.1129227123247274,52,11869.0,0.06278225584626712,52,11869.0
280.0,54,8293.0,109.11842105263158,1.3029043965586862,54,12131.0,0.07149816215628264,54,12131.0
285.0,62,8587.0,110.08974358974359,0.40801355550000407,62,12425.0,0.032997770863424696,62,12425.0
290.0,70,8914.0,106.11904761904762,0.19451108845473727,70,12756.0,0.013866799306487168,70,12756.0
295.0,76,9286.0,105.52272727272727,0.6730945218310906,76,13128.0,0.04704946083497192,76,13128.0
300.0,82,9688.0,110.0909090909091,0.7995565415874271,82,13530.0,0.057176502267140224,82,13530.0
305.0,84,10102.0,114.79545454545455,0.5707775655961157,84,13944.0,0.021419802470943963,84,13944.0
310.0,84,10522.0,116.91111111111111,0.6773421258803147,84,14364.0,0.009031658360459752,84,14364.0
315.0,78,10667.0,119.85393258426966,0.9695030207000332,78,14652.0,0.029724008275544576,78,14652.0
