step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
825.0,58,1194.0,14.560975609756097,1.5923019906912717,58,5484.0,0.04772649128604547,58,5484.0
830.0,59,1239.0,14.576470588235294,1.0004826871216481,59,5213.0,0.031031261973065532,59,5213.0
835.0,55,1122.0,12.89655172413793,1.9637357202505983,55,4488.0,0.08356803403269028,55,4488.0
840.0,53,946.0,10.873563218390805,2.357635228439949,53,4601.0,0.10776966186023135,53,4601.0
845.0,42,605.0,7.2023809523809526,2.0249505336039992,42,4552.0,0.06459744193620959,42,4552.0
850.0,38,477.0,5.746987951807229,2.1280872943217437,38,4241.0,0.07727499234841212,38,4241.0
855.0,31,444.0,5.55,2.544063914537156,31,3469.0,0.11393110272604103,31,3469.0
860.0,29,469.0,5.790123456790123,3.300401785612367,29,2588.0,0.12524352429501828,29,2588.0
865.0,35,572.0,6.809523809523809,2.5044675306001345,35,2706.0,0.09513159823761304,35,2706.0
870.0,44,765.0,9.107142857142858,2.4705727402795303,44,2900.0,0.1032607095047575,44,2900.0
875.0,57,1022.0,11.883720930232558,1.9391634002204872,57,3157.0,0.10049312262392876,57,3157.0
880.0,63,1149.0,13.51764705882353,0.7772767814095036,63,3272.0,0.04779676907797243,63,3272.0
885.0,62,1196.0,13.28888888888889,1.5934330906504215,62,3214.0,0.05847314193778669,62,3214.0
890.0,60,1308.0,14.373626373626374,2.0279003068398938,60,3340.0,0.06323685428402856,60,3340.0
895.0,62,1413.0,16.056818181818183,1.618371894841922,62,3643.0,0.06436498778325128,62,3643.0
900.0,63,1615.0,19.0,1.1855303638065244,63,3951.0,0.04340921969491731,63,3951.0
905.0,72,1953.0,21.0,0.9188718334880049,72,4289.0,0.0468648674390918,72,4289.0
910.0,70,2212.0,23.78494623655914,1.1201787324457284,70,4444.0,0.07364929394123294,70,4444.0
915.0,71,2426.0,25.53684210526316,1.2701205323169715,71,4456.0,0.03917299531550765,71,4456.0
920.0,65,2056.0,21.195876288659793,1.8242711004650771,65,4419.0,0.04702836619947548,65,4419.0
925.0,53,1829.0,20.0989010989011,2.312878680907402,53,4308.0,0.09429972842031768,53,4308.0
930.0,53,2031.0,22.820224719101123,3.1003581748356157,53,4210.0,0.1062767503889061,53,4210.0
935.0,58,2237.0,24.855555555555554,1.8780635733222322,58,4321.0,0.03324405848846017,58,4321.0
940.0,58,2434.0,27.044444444444444,1.7044318153422577,58,4346.0,0.05760618228802792,58,4346.0
945.0,55,2655.0,29.175824175824175,3.0761708123407603,55,4256.0,0.10794387989684867,55,4256.0
950.0,47,2379.0,27.662790697674417,2.732715676829783,47,4213.0,0.11846241623211891,47,4213.0
955.0,46,1867.0,22.49397590361446,2.3851829001199523,46,3870.0,0.10289407030821054,46,3870.0
960.0,40,1341.0,15.776470588235295,2.7056813018409125,40,3686.0,0.12600487461865853,40,3686.0
965.0,31,855.0,10.178571428571429,3.1838971309379853,31,3590.0,0.12981525599070382,31,3590.0
970.0,27,342.0,4.071428571428571,2.984036673661303,27,3557.0,0.11725258053610704,27,3557.0
975.0,35,433.0,4.920454545454546,2.627161159320978,35,3558.0,0.10697497163618257,35,3558.0
980.0,40,358.0,4.022471910112359,2.7373965546738757,40,3594.0,0.11762212690327879,40,3594.0
985.0,56,573.0,6.366666666666666,2.4326657876845643,56,3676.0,0.09417152197690082,56,3676.0
990.0,63,709.0,7.966292134831461,1.3836469195759378,63,3655.0,0.01768542526856818,63,3655.0
995.0,62,775.0,8.707865168539326,1.7737719391269555,62,3373.0,0.042796831779306176,62,3373.0
1000.0,57,736.0,8.55813953488372,1.8746436184361177,57,3534.0,0.06630832212927339,57,3534.0
1005.0,46,605.0,7.378048780487805,2.0718790248640877,46,3602.0,0.07237516990188345,46,3602.0
1010.0,32,412.0,4.847058823529411,2.6529814726069314,32,3409.0,0.09089199658390018,32,3409.0
1015.0,27,352.0,4.2926829268292686,3.110418610481188,27,2969.0,0.14948172035987786,27,2969.0
1020.0,24,208.0,2.5365853658536586,3.066535724469423,24,3005.0,0.1577390721621657,24,3005.0
1025.0,35,338.0,4.072289156626506,2.1883466382273618,35,3067.0,0.08738005744574696,35,3067.0
1030.0,38,364.0,4.232558139534884,2.071114565674588,38,3173.0,0.059068368917622745,38,3173.0
1035.0,58,603.0,6.931034482758621,1.8274141618723694,58,3330.0,0.048863181079398126,58,3330.0
1040.0,67,908.0,10.80952380952381,1.1977386777155565,67,3636.0,0.026276100812649354,67,3636.0
1045.0,81,1265.0,14.882352941176471,0.5628372618373313,81,3995.0,0.00042090274595718054,81,3995.0
1050.0,73,1421.0,16.523255813953487,0.9240735921942989,73,4215.0,0.048746859409821874,73,4215.0
1055.0,64,1454.0,17.105882352941176,2.2126769024537354,64,4287.0,0.10490125965566705,64,4287.0
1060.0,56,1458.0,17.152941176470588,2.7149560011873044,56,4220.0,0.06992603887626157,56,4220.0
1065.0,53,1485.0,18.109756097560975,2.9418083294453004,53,4276.0,0.09731541241718898,53,4276.0
1070.0,43,1249.0,16.43421052631579,3.069033586817096,43,4085.0,0.132052083889909,43,4085.0
1075.0,37,1041.0,14.067567567567568,3.3223393564738846,37,3665.0,0.15157378919304287,37,3665.0
1080.0,37,768.0,10.24,2.3685715599898773,37,3816.0,0.0995863525771233,37,3816.0
1085.0,40,539.0,6.654320987654321,2.0265225008860193,40,3974.0,0.0927241202673029,40,3974.0
1090.0,42,369.0,4.555555555555555,2.562677833880266,42,4072.0,0.13228114099483104,42,4072.0
1095.0,53,592.0,7.0476190476190474,2.097544295004098,53,4193.0,0.09285880569048227,53,4193.0
1100.0,67,889.0,9.98876404494382,1.3732115420505562,67,4479.0,0.008558545651745646,67,4479.0
1105.0,72,1058.0,12.160919540229886,1.1592797935342594,72,4670.0,0.030389255905997004,72,4670.0
1110.0,64,1113.0,13.409638554216867,1.775171209859729,64,4681.0,0.0569164043380204,64,4681.0
1115.0,56,1204.0,14.682926829268293,2.6091775178868772,56,4509.0,0.05561379094115877,56,4509.0
1120.0,48,1035.0,12.46987951807229,2.546769353235727,48,4388.0,0.11107812987174205,48,4388.0
1125.0,34,735.0,9.423076923076923,3.3953461248181873,34,3837.0,0.18323054783910195,34,3837.0
1130.0,36,580.0,7.341772151898734,2.6978113174927167,36,3982.0,0.13756777459363403,36,3982.0
1135.0,40,512.0,6.4,2.0194382188157727,40,4168.0,0.06743598179978594,40,4168.0
1140.0,44,467.0,5.695121951219512,1.5588996304211618,44,4228.0,0.06391053580642894,44,4228.0
1145.0,48,555.0,6.607142857142857,2.150902133893472,48,4170.0,0.07663332711432451,48,4170.0
1150.0,44,447.0,5.321428571428571,2.3188170462951527,44,4163.0,0.07701289307388011,44,4163.0
1155.0,49,564.0,6.558139534883721,2.3619864048952257,49,4258.0,0.07558353168804367,49,4258.0
1160.0,47,722.0,8.595238095238095,2.8466553212518027,47,4377.0,0.11745044967347688,47,4377.0
1165.0,43,906.0,11.185185185185185,2.88835278256501,43,4413.0,0.1343825807696054,43,4413.0
1170.0,44,1077.0,13.134146341463415,1.9591924999239296,44,4553.0,0.06571749858021246,44,4553.0
1175.0,50,1307.0,15.939024390243903,1.8771164398672788,50,4784.0,0.0589193716117618,50,4784.0
